,R_fighter,B_fighter,winner,weight_class,no_of_rounds,R_age,R_Height_cms,R_Reach_cms,B_age,B_Height_cms,B_Reach_cms
3187,Mike Massenzio,Karlos Vemola,Blue,Middleweight,3,29.0,187.96,185.42,26.0,182.88,190.5
3188,Jon Jones,Rashad Evans,Red,Light Heavyweight,5,24.0,193.04,213.36,32.0,182.88,190.5
3189,Rory MacDonald,Che Mills,Red,Welterweight,3,22.0,182.88,193.04,29.0,185.42,193.04
3190,Brendan Schaub,Ben Rothwell,Blue,Heavyweight,3,29.0,193.04,198.12,30.0,193.04,198.12
3191,Miguel Torres,Michael McDonald,Blue,Bantamweight,3,31.0,175.26,193.04,21.0,175.26,177.8
3192,Mark Hominick,Eddie Yagin,Blue,Featherweight,3,29.0,172.72,172.72,33.0,170.18,182.88
3193,Mark Bocek,John Alessio,Red,Lightweight,3,30.0,172.72,190.5,32.0,177.8,182.88
3194,Travis Browne,Chad Griggs,Red,Heavyweight,3,29.0,198.12,200.66,33.0,185.42,185.42
3195,Matt Brown,Stephen Thompson,Red,Welterweight,3,31.0,182.88,190.5,29.0,182.88,190.5
3196,John Makdessi,Anthony Njokuani,Blue,Lightweight,3,26.0,172.72,172.72,32.0,185.42,190.5
3197,Mac Danzig,Efrain Escudero,Red,Lightweight,3,32.0,172.72,177.8,26.0,175.26,177.8
3198,Keith Wisniewski,Chris Clements,Blue,Welterweight,3,30.0,182.88,190.5,36.0,177.8,177.8
3199,Marcus Brimage,Maximo Blanco,Red,Featherweight,3,27.0,162.56,180.34,28.0,172.72,180.34
3200,Alexander Gustafsson,Thiago Silva,Red,Light Heavyweight,3,25.0,195.58,200.66,29.0,187.96,187.96
3201,Brian Stann,Alessio Sakara,Red,Middleweight,3,31.0,185.42,187.96,30.0,182.88,182.88
3202,Paulo Thiago,Siyar Bahadurzada,Blue,Welterweight,3,31.0,180.34,185.42,27.0,180.34,185.42
3203,Dennis Siver,Diego Nunes,Red,Featherweight,3,33.0,167.64,177.8,29.0,167.64,170.18
3204,DaMarques Johnson,John Maguire,Blue,Welterweight,3,29.0,185.42,190.5,28.0,175.26,175.26
3205,Brad Pickett,Damacio Page,Red,Bantamweight,3,33.0,167.64,172.72,29.0,167.64,167.64
3206,Papy Abedi,James Head,Blue,Welterweight,3,33.0,180.34,187.96,28.0,185.42,185.42
3207,Cyrille Diabate,Tom DeBlass,Red,Light Heavyweight,3,38.0,198.12,205.74,29.0,182.88,190.5
3208,Francis Carmont,Magnus Cedenblad,Red,Middleweight,3,30.0,190.5,198.12,30.0,195.58,200.66
3209,Reza Madadi,Yoislandy Izquierdo,Red,Lightweight,3,33.0,180.34,182.88,28.0,180.34,182.88
3210,Simeon Thoresen,Besam Yousef,Red,Welterweight,3,28.0,185.42,200.66,27.0,180.34,180.34
3211,Jason Young,Eric Wisely,Red,Featherweight,3,25.0,175.26,185.42,27.0,172.72,182.88
3212,Thiago Alves,Martin Kampmann,Blue,Welterweight,3,28.0,175.26,177.8,29.0,182.88,182.88
3213,Joseph Benavidez,Yasuhiro Urushitani,Red,Flyweight,4,27.0,162.56,165.1,35.0,165.1,182.88
3214,Court McGee,Costas Philippou,Blue,Middleweight,3,27.0,180.34,190.5,32.0,180.34,185.42
3215,James Te Huna,Aaron Rosa,Red,Light Heavyweight,3,30.0,187.96,190.5,28.0,193.04,198.12
3216,Anthony Perosh,Nick Penner,Red,Light Heavyweight,3,39.0,190.5,190.5,31.0,193.04,195.58
3217,Cole Miller,Steven Siler,Blue,Featherweight,3,27.0,185.42,187.96,25.0,180.34,177.8
3218,Kyle Noke,Andrew Craig,Blue,Middleweight,3,31.0,185.42,193.04,26.0,185.42,193.04
3219,TJ Waldburger,Jake Hecht,Red,Welterweight,3,23.0,180.34,190.5,28.0,182.88,193.04
3220,Mackens Semerzier,Daniel Pineda,Blue,Featherweight,3,31.0,175.26,182.88,26.0,170.18,175.26
3221,Oli Thompson,Shawn Jordan,Blue,Heavyweight,3,32.0,185.42,190.5,27.0,182.88,190.5
3222,Frankie Edgar,Benson Henderson,Blue,Lightweight,5,30.0,167.64,172.72,28.0,175.26,177.8
3223,Rampage Jackson,Ryan Bader,Blue,Light Heavyweight,3,33.0,185.42,185.42,28.0,187.96,187.96
3224,Mark Hunt,Cheick Kongo,Red,Heavyweight,3,37.0,177.8,182.88,36.0,193.04,208.28
3225,Yoshihiro Akiyama,Jake Shields,Blue,Welterweight,3,36.0,177.8,185.42,33.0,182.88,182.88
3226,Yushin Okami,Tim Boetsch,Blue,Middleweight,3,30.0,187.96,190.5,31.0,182.88,187.96
3227,Hatsu Hioki,Bart Palaszewski,Red,Featherweight,3,28.0,180.34,177.8,28.0,175.26,177.8
3228,Anthony Pettis,Joe Lauzon,Red,Lightweight,3,25.0,177.8,182.88,27.0,177.8,180.34
3229,Takanori Gomi,Eiji Mitsuoka,Red,Lightweight,3,33.0,170.18,177.8,36.0,170.18,182.88
3230,Norifumi Yamamoto,Vaughan Lee,Blue,Bantamweight,3,34.0,162.56,167.64,29.0,167.64,167.64
3231,Riki Fukuda,Steve Cantwell,Red,Middleweight,3,31.0,182.88,185.42,25.0,187.96,190.5
3232,Takeya Mizugaki,Chris Cariaso,Blue,Bantamweight,3,28.0,170.18,172.72,30.0,160.02,160.02
3233,Tiequan Zhang,Issei Tamura,Blue,Featherweight,3,33.0,172.72,177.8,27.0,165.1,160.02
3234,Diego Sanchez,Jake Ellenberger,Blue,Welterweight,3,30.0,177.8,182.88,26.0,175.26,180.34
3235,Stefan Struve,Dave Herman,Red,Heavyweight,3,23.0,210.82,213.36,27.0,193.04,193.04
3236,Aaron Simpson,Ronny Markes,Blue,Middleweight,3,37.0,182.88,185.42,23.0,185.42,190.5
3237,Stipe Miocic,Philip De Fries,Red,Heavyweight,3,29.0,193.04,203.2,25.0,195.58,208.28
3238,TJ Dillashaw,Walel Watson,Red,Bantamweight,3,26.0,167.64,170.18,27.0,180.34,175.26
3239,Ivan Menjivar,John Albert,Red,Bantamweight,3,29.0,167.64,162.56,25.0,172.72,172.72
3240,Jonathan Brookins,Vagner Rocha,Red,Featherweight,3,26.0,182.88,185.42,29.0,177.8,185.42
3241,Anton Kuivanen,Justin Salas,Blue,Lightweight,3,27.0,172.72,182.88,29.0,172.72,177.8
3242,Tim Means,Bernardo Magalhaes,Red,Lightweight,3,27.0,187.96,190.5,30.0,175.26,165.1
3243,Nick Diaz,Carlos Condit,Blue,Welterweight,5,28.0,185.42,193.04,27.0,187.96,190.5
3244,Roy Nelson,Fabricio Werdum,Blue,Heavyweight,3,35.0,182.88,182.88,34.0,193.04,195.58
3245,Josh Koscheck,Mike Pierce,Red,Welterweight,3,34.0,177.8,185.42,31.0,172.72,177.8
3246,Renan Barao,Scott Jorgensen,Red,Bantamweight,3,25.0,167.64,177.8,29.0,165.1,167.64
3247,Ed Herman,Clifford Starks,Red,Middleweight,3,31.0,185.42,195.58,30.0,182.88,195.58
3248,Dustin Poirier,Max Holloway,Red,Featherweight,3,23.0,175.26,182.88,20.0,180.34,175.26
3249,Alex Caceres,Edwin Figueroa,Blue,Bantamweight,3,23.0,177.8,185.42,27.0,170.18,175.26
3250,Matt Brown,Chris Cope,Red,Welterweight,3,31.0,182.88,190.5,28.0,182.88,182.88
3251,Matthew Riddle,Henry Martinez,Red,Welterweight,3,26.0,185.42,187.96,28.0,170.18,172.72
3252,Rafael Natal,Michael Kuiper,Red,Middleweight,3,29.0,182.88,193.04,22.0,182.88,185.42
3253,Dan Stittgen,Stephen Thompson,Blue,Welterweight,3,31.0,185.42,182.88,28.0,182.88,190.5
3254,Rashad Evans,Phil Davis,Red,Light Heavyweight,5,32.0,182.88,190.5,27.0,187.96,200.66
3255,Chael Sonnen,Michael Bisping,Red,Middleweight,3,34.0,185.42,187.96,32.0,185.42,190.5
3256,Demian Maia,Chris Weidman,Blue,Middleweight,3,34.0,185.42,182.88,27.0,187.96,198.12
3257,Evan Dunham,Nik Lentz,Red,Lightweight,3,30.0,177.8,177.8,27.0,172.72,172.72
3258,Mike Russow,Jon Olav Einemo,Red,Heavyweight,3,35.0,185.42,185.42,36.0,198.12,182.88
3259,Cub Swanson,George Roop,Red,Featherweight,3,28.0,172.72,177.8,30.0,185.42,182.88
3260,Charles Oliveira,Eric Wisely,Red,Featherweight,3,22.0,177.8,187.96,27.0,172.72,182.88
3261,Michael Johnson,Shane Roller,Red,Lightweight,3,25.0,177.8,185.42,32.0,177.8,182.88
3262,Joey Beltran,Lavar Johnson,Blue,Heavyweight,3,30.0,185.42,190.5,34.0,193.04,208.28
3263,Chris Camozzi,Dustin Jacoby,Red,Middleweight,3,25.0,187.96,193.04,23.0,193.04,198.12
3264,Melvin Guillard,Jim Miller,Blue,Lightweight,3,28.0,175.26,172.72,28.0,172.72,180.34
3265,Duane Ludwig,Josh Neer,Blue,Welterweight,3,33.0,177.8,177.8,28.0,180.34,182.88
3266,Mike Easton,Jared Papazian,Red,Bantamweight,3,27.0,167.64,177.8,23.0,172.72,170.18
3267,Pat Barry,Christian Morecraft,Red,Heavyweight,3,32.0,180.34,187.96,25.0,198.12,205.74
3268,Jorge Rivera,Eric Schafer,Red,Middleweight,3,39.0,185.42,185.42,34.0,190.5,190.5
3269,Kamal Shalorus,Khabib Nurmagomedov,Blue,Lightweight,3,39.0,172.72,172.72,23.0,177.8,177.8
3270,Charlie Brenneman,Daniel Roberts,Red,Welterweight,3,30.0,177.8,182.88,31.0,177.8,187.96
3271,Fabricio Camoes,Tommy Hayden,Red,Lightweight,3,33.0,177.8,185.42,25.0,175.26,182.88
3272,Daniel Pineda,Pat Schilling,Red,Featherweight,3,26.0,170.18,175.26,23.0,172.72,175.26
3273,Joseph Sandoval,Nick Denis,Blue,Bantamweight,3,25.0,170.18,182.88,28.0,170.18,182.88
3274,Jose Aldo,Chad Mendes,Red,Featherweight,5,25.0,170.18,177.8,26.0,167.64,167.64
3275,Vitor Belfort,Anthony Johnson,Red,Middleweight,3,34.0,182.88,187.96,27.0,187.96,198.12
3276,Rousimar Palhares,Mike Massenzio,Red,Middleweight,3,31.0,172.72,180.34,29.0,187.96,185.42
3277,Erick Silva,Carlo Prater,Blue,Welterweight,3,27.0,182.88,187.96,30.0,180.34,182.88
3278,Edson Barboza,Terry Etim,Red,Lightweight,3,25.0,180.34,190.5,26.0,185.42,185.42
3279,Thiago Tavares,Sam Stout,Red,Lightweight,3,27.0,170.18,172.72,27.0,175.26,177.8
3280,Gabriel Gonzaga,Ednaldo Oliveira,Red,Heavyweight,3,32.0,187.96,193.04,27.0,195.58,200.66
3281,Iuri Alcantara,Michihiro Omigawa,Red,Featherweight,3,31.0,175.26,180.34,36.0,167.64,172.72
3282,Ricardo Funch,Mike Pyle,Blue,Welterweight,3,31.0,177.8,193.04,36.0,182.88,187.96
3283,Felipe Arantes,Antonio Carvalho,Red,Featherweight,3,23.0,172.72,185.42,32.0,175.26,172.72
3284,Brock Lesnar,Alistair Overeem,Blue,Heavyweight,5,34.0,190.5,205.74,31.0,193.04,203.2
3285,Nate Diaz,Donald Cerrone,Red,Lightweight,3,26.0,182.88,193.04,28.0,185.42,185.42
3286,Jon Fitch,Johny Hendricks,Blue,Welterweight,3,33.0,182.88,193.04,28.0,175.26,175.26
3287,Vladimir Matyushenko,Alexander Gustafsson,Blue,Light Heavyweight,3,40.0,182.88,187.96,24.0,195.58,200.66
3288,Nam Phan,Jimy Hettes,Blue,Featherweight,3,28.0,167.64,177.8,24.0,175.26,180.34
3289,Ross Pearson,Junior Assuncao,Red,Featherweight,3,27.0,172.72,175.26,30.0,175.26,182.88
3290,Anthony Njokuani,Danny Castillo,Blue,Lightweight,3,31.0,185.42,190.5,32.0,175.26,180.34
3291,Dong Hyun Kim,Sean Pierson,Red,Welterweight,3,30.0,187.96,193.04,35.0,182.88,193.04
3292,Jacob Volkmann,Efrain Escudero,Red,Lightweight,3,31.0,175.26,180.34,25.0,175.26,177.8
3293,Manvel Gamburyan,Diego Nunes,Blue,Featherweight,3,30.0,165.1,170.18,29.0,167.64,170.18
3294,Jon Jones,Lyoto Machida,Red,Light Heavyweight,5,24.0,193.04,213.36,33.0,185.42,187.96
3295,Frank Mir,Minotauro Nogueira,Red,Heavyweight,3,32.0,190.5,200.66,35.0,190.5,195.58
3296,Tito Ortiz,Rogerio Nogueira,Blue,Light Heavyweight,3,36.0,190.5,187.96,35.0,187.96,190.5
